Iteration	Posterior	Likelihood	Prior	alpha[1]	alpha[2]	alpha[3]	cont_mole_scaler	mole_proportional_rates[1]	mole_proportional_rates[2]	mole_proportional_rates[3]	mole_relative_rates[1]	mole_relative_rates[2]	mole_relative_rates[3]	morph_mole_scaler	morph_site_rate_alpha	morph_site_rates[1]	morph_site_rates[2]	morph_site_rates[3]	morph_site_rates[4]	prop_rates[1]	prop_rates[2]	prop_rates[3]	prop_rates[4]	prop_rates[5]	prop_rates[6]	prop_rates[7]	prop_rates[8]	rel_rates[1]	rel_rates[2]	rel_rates[3]	rel_rates[4]	rel_rates[5]	rel_rates[6]	rel_rates[7]	rel_rates[8]	Tl
1464	-22984.87	-22965.27	-19.59514	0.436161	1.18029	0.0269561	20.91111	0.903117	0.0564932	0.0403902	2.70935	0.169479	0.121171	2.682558	0.6100189	0.0551808	0.317795	0.886345	2.74068	0.0566434	0.0216677	0.320187	0.0175506	0.179486	0.0809978	0.311125	0.0123428	0.453148	0.173342	2.56149	0.140405	1.43589	0.647983	2.489	0.0987426	5.365325
1465	-22987.65	-22966.82	-20.83519	0.436161	1.18029	0.0398481	20.91111	0.903117	0.0564932	0.0403902	2.70935	0.169479	0.121171	3.031361	0.9411889	0.125075	0.458332	0.989528	2.42707	0.0566434	0.0216677	0.320187	0.0175506	0.179486	0.0809978	0.311125	0.0123428	0.453148	0.173342	2.56149	0.140405	1.43589	0.647983	2.489	0.0987426	5.453161
1466	-22984.14	-22962.9	-21.24054	0.43728	1.10812	0.0398999	20.91111	0.903117	0.0564932	0.0403902	2.70935	0.169479	0.121171	3.815786	0.7428239	0.0833489	0.383054	0.93976	2.59384	0.0566434	0.0216677	0.320187	0.0175506	0.179486	0.0809978	0.311125	0.0123428	0.453148	0.173342	2.56149	0.140405	1.43589	0.647983	2.489	0.0987426	5.422353
1467	-22974.04	-22955.48	-18.55626	0.439156	1.10401	0.0398999	20.35597	0.903117	0.0564932	0.0403902	2.70935	0.169479	0.121171	3.029847	0.9258419	0.12193	0.453268	0.986537	2.43827	0.0566434	0.0216677	0.320187	0.0175506	0.179486	0.0809978	0.311125	0.0123428	0.453148	0.173342	2.56149	0.140405	1.43589	0.647983	2.489	0.0987426	5.288257
1468	-22962.12	-22944.23	-17.8856	0.439156	0.710836	0.0300324	20.35597	0.903117	0.0564932	0.0403902	2.70935	0.169479	0.121171	3.029847	0.5834176	0.0497069	0.302928	0.872617	2.77475	0.0566434	0.0216677	0.320187	0.0175506	0.179486	0.0809978	0.311125	0.0123428	0.453148	0.173342	2.56149	0.140405	1.43589	0.647983	2.489	0.0987426	5.261495
1469	-22965.71	-22947.44	-18.27352	0.437096	0.710836	0.0300324	20.5511	0.907315	0.0567558	0.0359287	2.72195	0.170267	0.107786	3.510899	0.5834176	0.0497069	0.302928	0.872617	2.77475	0.0566434	0.0216677	0.320187	0.0175506	0.179486	0.0809978	0.311125	0.0123428	0.453148	0.173342	2.56149	0.140405	1.43589	0.647983	2.489	0.0987426	5.232875
1470	-22964.47	-22947.36	-17.11169	0.437096	0.710836	0.0297911	20.5511	0.907315	0.0567558	0.0359287	2.72195	0.170267	0.107786	3.361688	0.6070448	0.0545642	0.316165	0.884871	2.7444	0.0566434	0.0216677	0.320187	0.0175506	0.179486	0.0809978	0.311125	0.0123428	0.453148	0.173342	2.56149	0.140405	1.43589	0.647983	2.489	0.0987426	5.131636
1471	-22955.99	-22936.94	-19.05366	0.437647	0.696546	0.0284968	20.5511	0.907308	0.0567554	0.0359364	2.72192	0.170266	0.107809	3.713678	0.6070448	0.0545642	0.316165	0.884871	2.7444	0.0566434	0.0216677	0.320187	0.0175506	0.179486	0.0809978	0.311125	0.0123428	0.453148	0.173342	2.56149	0.140405	1.43589	0.647983	2.489	0.0987426	5.292138
1472	-22958.8	-22938.6	-20.20195	0.450542	0.713322	0.028458	20.5511	0.907308	0.0567554	0.0359364	2.72192	0.170266	0.107809	3.792041	0.6070448	0.0545642	0.316165	0.884871	2.7444	0.0566434	0.0216677	0.320187	0.0175506	0.179486	0.0809978	0.311125	0.0123428	0.453148	0.173342	2.56149	0.140405	1.43589	0.647983	2.489	0.0987426	5.396167
1473	-22964.85	-22944.27	-20.57733	0.450542	0.713322	0.0272891	20.5511	0.911111	0.0528018	0.036087	2.73333	0.158405	0.108261	3.185884	0.5439026	0.0417856	0.279614	0.84976	2.82884	0.0566434	0.0216677	0.320187	0.0175506	0.179486	0.0809978	0.311125	0.0123428	0.453148	0.173342	2.56149	0.140405	1.43589	0.647983	2.489	0.0987426	5.494438
1474	-22974.82	-22953.8	-21.01735	0.450542	0.713322	0.0272891	20.5511	0.911111	0.0528018	0.036087	2.73333	0.158405	0.108261	3.600015	0.644495	0.0623959	0.336121	0.902426	2.69906	0.0622434	0.0215391	0.318286	0.0174464	0.178421	0.080517	0.309278	0.0122696	0.497947	0.172313	2.54629	0.139571	1.42736	0.644136	2.47422	0.0981565	5.497027
1475	-22973.26	-22952.66	-20.60064	0.450542	0.693588	0.0272891	20.5511	0.911111	0.0528018	0.036087	2.73333	0.158405	0.108261	3.600015	0.644495	0.0623959	0.336121	0.902426	2.69906	0.0622434	0.0215391	0.318286	0.0174464	0.178421	0.080517	0.309278	0.0122696	0.497947	0.172313	2.54629	0.139571	1.42736	0.644136	2.47422	0.0981565	5.45733
1476	-22965.46	-22944.9	-20.55195	0.452534	0.693588	0.0270024	20.5511	0.911111	0.0528018	0.036087	2.73333	0.158405	0.108261	3.600015	0.8529554	0.106767	0.427612	0.970613	2.49501	0.0621964	0.0215229	0.318046	0.0174332	0.178286	0.0804563	0.309044	0.0130151	0.497571	0.172183	2.54437	0.139466	1.42629	0.64365	2.47236	0.104121	5.45229
1477	-22964.08	-22944.85	-19.22993	0.473471	0.693588	0.0270024	20.5511	0.908408	0.0556117	0.0359799	2.72523	0.166835	0.10794	3.547859	0.6956425	0.0732578	0.361467	0.923243	2.64203	0.0621964	0.0215229	0.318046	0.0174332	0.178286	0.0804563	0.309044	0.0130151	0.497571	0.172183	2.54437	0.139466	1.42629	0.64365	2.47236	0.104121	5.323209
1478	-22976.03	-22955.08	-20.94928	0.475582	0.695537	0.0270024	21.89102	0.907736	0.0555706	0.0366931	2.72321	0.166712	0.110079	2.892521	0.6956425	0.0732578	0.361467	0.923243	2.64203	0.0621964	0.0215229	0.318046	0.0174332	0.178286	0.0804563	0.309044	0.0130151	0.497571	0.172183	2.54437	0.139466	1.42629	0.64365	2.47236	0.104121	5.426281
1479	-22970.59	-22951.46	-19.13385	0.475582	0.695537	0.0206649	20.60718	0.907736	0.0555706	0.0366931	2.72321	0.166712	0.110079	3.069042	0.8374881	0.103507	0.4218	0.966825	2.50787	0.0621964	0.0215229	0.318046	0.0174332	0.178286	0.0804563	0.309044	0.0130151	0.497571	0.172183	2.54437	0.139466	1.42629	0.64365	2.47236	0.104121	5.356104
1480	-22956.84	-22938.83	-18.01053	0.477343	0.695537	0.0236496	20.60718	0.907736	0.0555706	0.0366931	2.72321	0.166712	0.110079	3.020477	0.6155349	0.0563271	0.320798	0.889042	2.73383	0.0622474	0.0215405	0.318307	0.016628	0.178432	0.0805222	0.309298	0.0130258	0.497979	0.172324	2.54645	0.133024	1.42746	0.644178	2.47438	0.104206	5.248153
1481	-22945.79	-22929.03	-16.75689	0.477343	0.734978	0.0236496	20.60718	0.907736	0.0555706	0.0366931	2.72321	0.166712	0.110079	3.235038	0.6579497	0.0652391	0.342995	0.90823	2.68354	0.0622474	0.0215405	0.318307	0.016628	0.178432	0.0805222	0.309298	0.0130258	0.497979	0.172324	2.54645	0.133024	1.42746	0.644178	2.47438	0.104206	5.097389
1482	-22961.16	-22942.89	-18.27088	0.477343	0.734978	0.0245423	20.60718	0.907736	0.0555706	0.0366931	2.72321	0.166712	0.110079	2.84852	0.4424174	0.0232789	0.212674	0.773385	2.99066	0.0618744	0.0214114	0.316399	0.0225201	0.177363	0.0800397	0.307444	0.0129477	0.494995	0.171291	2.53119	0.180161	1.4189	0.640318	2.45956	0.103582	5.287351
1483	-22959.46	-22940.6	-18.86439	0.477343	0.734978	0.0245423	20.60718	0.907736	0.0555706	0.0366931	2.72321	0.166712	0.110079	3.329152	0.4424174	0.0232789	0.212674	0.773385	2.99066	0.0618744	0.0214114	0.316399	0.0225201	0.177363	0.0800397	0.307444	0.0129477	0.494995	0.171291	2.53119	0.180161	1.4189	0.640318	2.45956	0.103582	5.298638
1484	-22969.11	-22951.15	-17.96237	0.477343	0.732577	0.0234265	20.60718	0.907736	0.0555706	0.0366931	2.72321	0.166712	0.110079	3.365735	0.4424174	0.0232789	0.212674	0.773385	2.99066	0.0618744	0.0214114	0.316399	0.0225201	0.177363	0.0800397	0.307444	0.0129477	0.494995	0.171291	2.53119	0.180161	1.4189	0.640318	2.45956	0.103582	5.205129
1485	-22969.09	-22953.12	-15.97017	0.47734	0.731289	0.0234265	20.60718	0.907736	0.0555706	0.0366931	2.72321	0.166712	0.110079	3.365735	0.5602199	0.0450215	0.289423	0.859583	2.80597	0.0618744	0.0214114	0.316399	0.0225201	0.177363	0.0800397	0.307444	0.0129477	0.494995	0.171291	2.53119	0.180161	1.4189	0.640318	2.45956	0.103582	5.006039
1486	-22975.63	-22958.29	-17.33034	0.47734	0.731289	0.0234265	21.0193	0.907736	0.0555706	0.0366931	2.72321	0.166712	0.110079	3.365735	0.4639293	0.0269132	0.227717	0.792138	2.95323	0.0618744	0.0214114	0.316399	0.0225201	0.177363	0.0800397	0.307444	0.0129477	0.494995	0.171291	2.53119	0.180161	1.4189	0.640318	2.45956	0.103582	5.100844
1487	-22977.64	-22961.79	-15.85368	0.405334	0.731289	0.0233743	19.98242	0.909667	0.0544077	0.0359253	2.729	0.163223	0.107776	4.407634	0.6004936	0.0532099	0.312546	0.881571	2.75267	0.0618744	0.0214114	0.316399	0.0225201	0.177363	0.0800397	0.307444	0.0129477	0.494995	0.171291	2.53119	0.180161	1.4189	0.640318	2.45956	0.103582	4.959882
1488	-22959.7	-22945.19	-14.50586	0.405334	0.748993	0.0322254	19.98242	0.909667	0.0544077	0.0359253	2.729	0.163223	0.107776	3.509318	0.6004936	0.0532099	0.312546	0.881571	2.75267	0.0618744	0.0214114	0.316399	0.0225201	0.177363	0.0800397	0.307444	0.0129477	0.494995	0.171291	2.53119	0.180161	1.4189	0.640318	2.45956	0.103582	4.912275
1489	-22970.54	-22956.89	-13.64973	0.405334	0.748993	0.0321471	19.98242	0.909667	0.0544077	0.0359253	2.729	0.163223	0.107776	3.109166	0.6004936	0.0532099	0.312546	0.881571	2.75267	0.0668415	0.0213041	0.314813	0.0224072	0.176473	0.0796383	0.305903	0.01262	0.534732	0.170432	2.5185	0.179258	1.41179	0.637107	2.44722	0.10096	4.866685
1490	-22949.49	-22934.09	-15.397	0.406838	0.658684	0.0320555	19.98242	0.909667	0.0544077	0.0359253	2.729	0.163223	0.107776	4.512137	0.6004936	0.0532099	0.312546	0.881571	2.75267	0.0668415	0.0213041	0.314813	0.0224072	0.176473	0.0796383	0.305903	0.01262	0.534732	0.170432	2.5185	0.179258	1.41179	0.637107	2.44722	0.10096	4.910005
1491	-22955.43	-22938.44	-16.99339	0.406838	0.658684	0.0320555	19.98242	0.909667	0.0544077	0.0359253	2.729	0.163223	0.107776	5.038795	0.6004936	0.0532099	0.312546	0.881571	2.75267	0.0668415	0.0213041	0.314813	0.0224072	0.176473	0.0796383	0.305903	0.01262	0.534732	0.170432	2.5185	0.179258	1.41179	0.637107	2.44722	0.10096	5.016978
1492	-22974.95	-22957.9	-17.05286	0.407594	0.686667	0.0321275	19.98242	0.909667	0.0544077	0.0359253	2.729	0.163223	0.107776	3.876594	0.6004936	0.0532099	0.312546	0.881571	2.75267	0.0668415	0.0213041	0.314813	0.0224072	0.176473	0.0796383	0.305903	0.01262	0.534732	0.170432	2.5185	0.179258	1.41179	0.637107	2.44722	0.10096	5.136264
1493	-22988.49	-22970.65	-17.84199	0.407594	0.686667	0.0434357	19.98242	0.909121	0.0543751	0.0365037	2.72736	0.163125	0.109511	4.242265	0.6004936	0.0532099	0.312546	0.881571	2.75267	0.0666792	0.0212523	0.314048	0.0223528	0.176045	0.0818735	0.30516	0.0125894	0.533434	0.170019	2.51238	0.178822	1.40836	0.654988	2.44128	0.100715	5.177479
1494	-22979.21	-22961.05	-18.16163	0.407594	0.683253	0.0434357	19.98242	0.909121	0.0543751	0.0365037	2.72736	0.163125	0.109511	4.500511	0.8493397	0.106006	0.426265	0.969742	2.49799	0.0666792	0.0212523	0.314048	0.0223528	0.176045	0.0818735	0.30516	0.0125894	0.533434	0.170019	2.51238	0.178822	1.40836	0.654988	2.44128	0.100715	5.18396
1495	-22977.08	-22958.91	-18.17703	0.407594	0.683253	0.0434357	20.06574	0.903799	0.0540567	0.0421445	2.7114	0.16217	0.126434	3.754762	0.8493397	0.106006	0.426265	0.969742	2.49799	0.0663216	0.0265006	0.312364	0.0222329	0.175101	0.0814345	0.303523	0.0125219	0.530573	0.212005	2.49891	0.177863	1.40081	0.651476	2.42819	0.100175	5.251744
1496	-22983.36	-22964.83	-18.52304	0.457314	0.686	0.0434357	20.06574	0.910075	0.0544321	0.0354926	2.73023	0.163296	0.106478	3.754762	0.9936523	0.135686	0.474836	0.99894	2.39054	0.0663216	0.0265006	0.312364	0.0222329	0.175101	0.0814345	0.303523	0.0125219	0.530573	0.212005	2.49891	0.177863	1.40081	0.651476	2.42819	0.100175	5.281098
1497	-22979.43	-22961.32	-18.11236	0.457314	0.686	0.0415123	20.06574	0.91175	0.0545323	0.0337181	2.73525	0.163597	0.101154	3.754762	0.9936523	0.135686	0.474836	0.99894	2.39054	0.0663216	0.0265006	0.312364	0.0222329	0.175101	0.0814345	0.303523	0.0125219	0.530573	0.212005	2.49891	0.177863	1.40081	0.651476	2.42819	0.100175	5.240222
1498	-22978.19	-22961.28	-16.90592	0.458948	0.683948	0.0401307	20.06574	0.91175	0.0545323	0.0337181	2.73525	0.163597	0.101154	3.05563	0.9936523	0.135686	0.474836	0.99894	2.39054	0.0663216	0.0265006	0.312364	0.0222329	0.175101	0.0814345	0.303523	0.0125219	0.530573	0.212005	2.49891	0.177863	1.40081	0.651476	2.42819	0.100175	5.189671
1499	-22977.49	-22960.27	-17.21744	0.458948	0.683948	0.0401307	20.06574	0.91175	0.0545323	0.0337181	2.73525	0.163597	0.101154	2.862596	0.6712873	0.0680689	0.349662	0.913745	2.66852	0.0663216	0.0265006	0.312364	0.0222329	0.175101	0.0814345	0.303523	0.0125219	0.530573	0.212005	2.49891	0.177863	1.40081	0.651476	2.42819	0.100175	5.240127
1500	-22961.31	-22946.96	-14.35218	0.458948	0.650759	0.0405828	20.06574	0.91175	0.0545323	0.0337181	2.73525	0.163597	0.101154	2.862596	0.7280539	0.0801878	0.376471	0.934837	2.6085	0.0663216	0.0265006	0.312364	0.0222329	0.175101	0.0814345	0.303523	0.0125219	0.530573	0.212005	2.49891	0.177863	1.40081	0.651476	2.42819	0.100175	4.956875
1501	-22961.96	-22944.91	-17.05162	0.475876	0.650759	0.0405828	20.06574	0.912288	0.0545645	0.0331471	2.73687	0.163694	0.0994413	5.792164	0.7280539	0.0801878	0.376471	0.934837	2.6085	0.0663216	0.0265006	0.312364	0.0222329	0.175101	0.0814345	0.303523	0.0125219	0.530573	0.212005	2.49891	0.177863	1.40081	0.651476	2.42819	0.100175	4.932169
1502	-22965.3	-22950.86	-14.44416	0.47107	0.624147	0.0406161	20.06574	0.912288	0.0545645	0.0331471	2.73687	0.163694	0.0994413	3.946136	0.7280539	0.0801878	0.376471	0.934837	2.6085	0.0638713	0.0255215	0.33777	0.0214115	0.168631	0.0784258	0.292309	0.0120592	0.51097	0.204172	2.70216	0.171292	1.34905	0.627406	2.33847	0.096474	4.859164
1503	-22947.83	-22933.42	-14.40642	0.47107	0.606919	0.0406161	20.06574	0.905102	0.0620116	0.032886	2.71531	0.186035	0.098658	4.191051	0.9431268	0.125471	0.458963	0.989898	2.42567	0.0638713	0.0255215	0.33777	0.0214115	0.168631	0.0784258	0.292309	0.0120592	0.51097	0.204172	2.70216	0.171292	1.34905	0.627406	2.33847	0.096474	4.832622
1504	-22950.32	-22936.44	-13.88241	0.47107	0.873465	0.0406161	20.06574	0.907761	0.0592567	0.0329826	2.72328	0.17777	0.0989478	3.669213	0.9431268	0.125471	0.458963	0.989898	2.42567	0.0638713	0.0255215	0.33777	0.0214115	0.168631	0.0784258	0.292309	0.0120592	0.51097	0.204172	2.70216	0.171292	1.34905	0.627406	2.33847	0.096474	4.80575
1505	-22943.58	-22930.13	-13.45677	0.462396	0.874344	0.0407972	20.03719	0.902673	0.0589245	0.0384029	2.70802	0.176774	0.115209	3.100778	0.415231	0.0189717	0.193039	0.74725	3.04074	0.0638713	0.0255215	0.33777	0.0214115	0.168631	0.0784258	0.292309	0.0120592	0.51097	0.204172	2.70216	0.171292	1.34905	0.627406	2.33847	0.096474	4.823646
1506	-22941.61	-22925.31	-16.30269	0.462396	0.874344	0.0407972	20.73362	0.902673	0.0589245	0.0384029	2.70802	0.176774	0.115209	4.530428	0.3350156	0.00856069	0.131868	0.650182	3.20939	0.0638713	0.0255215	0.33777	0.0214115	0.168631	0.0784258	0.292309	0.0120592	0.51097	0.204172	2.70216	0.171292	1.34905	0.627406	2.33847	0.096474	4.895629
1507	-22951.84	-22933.69	-18.14912	0.462396	0.874344	0.0407972	20.73362	0.902673	0.0589245	0.0384029	2.70802	0.176774	0.115209	4.530428	0.2835973	0.0040593	0.0918121	0.5672	3.33693	0.0638713	0.0255215	0.33777	0.0214115	0.168631	0.0784258	0.292309	0.0120592	0.51097	0.204172	2.70216	0.171292	1.34905	0.627406	2.33847	0.096474	5.080271
1508	-22959.13	-22941.27	-17.86283	0.462396	0.708171	0.0407972	20.73362	0.902673	0.0589245	0.0384029	2.70802	0.176774	0.115209	4.127602	0.2835973	0.0040593	0.0918121	0.5672	3.33693	0.0623023	0.0248946	0.329473	0.0208855	0.164489	0.101064	0.285129	0.011763	0.498418	0.199157	2.63578	0.167084	1.31591	0.808512	2.28103	0.0941041	5.108543
1509	-22958.14	-22942.66	-15.48029	0.475805	0.739904	0.0408982	20.73362	0.902673	0.0589245	0.0384029	2.70802	0.176774	0.115209	3.224102	0.2835973	0.0040593	0.0918121	0.5672	3.33693	0.0556061	0.0250724	0.331826	0.0210347	0.165664	0.101786	0.287165	0.011847	0.444849	0.200579	2.6546	0.168277	1.32531	0.814286	2.29732	0.0947761	4.956114
1510	-22953.35	-22936.95	-16.40594	0.475805	0.762174	0.0539879	20.73362	0.902673	0.0589245	0.0384029	2.70802	0.176774	0.115209	4.664481	0.2835973	0.0040593	0.0918121	0.5672	3.33693	0.0556061	0.0250724	0.331826	0.0210347	0.165664	0.101786	0.287165	0.011847	0.444849	0.200579	2.6546	0.168277	1.32531	0.814286	2.29732	0.0947761	4.901106
1511	-22937.97	-22922.91	-15.06287	0.464254	0.586902	0.0539879	20.8465	0.899418	0.0587121	0.0418697	2.69825	0.176136	0.125609	3.304355	0.2835973	0.0040593	0.0918121	0.5672	3.33693	0.0556061	0.0250724	0.331826	0.0210347	0.165664	0.101786	0.287165	0.011847	0.444849	0.200579	2.6546	0.168277	1.32531	0.814286	2.29732	0.0947761	4.910206
1512	-22928.4	-22913.67	-14.7321	0.464254	0.586902	0.0618659	20.8465	0.899525	0.058719	0.0417564	2.69857	0.176157	0.125269	3.155111	0.3491132	0.0101088	0.142865	0.669777	3.17725	0.0556061	0.0250724	0.331826	0.0210347	0.165664	0.101786	0.287165	0.011847	0.444849	0.200579	2.6546	0.168277	1.32531	0.814286	2.29732	0.0947761	4.891265
1513	-22934.74	-22919.21	-15.53258	0.464254	0.586902	0.0609019	20.60969	0.899525	0.058719	0.0417564	2.69857	0.176157	0.125269	3.76642	0.3491132	0.0101088	0.142865	0.669777	3.17725	0.0563159	0.0253924	0.323297	0.0213032	0.167778	0.103085	0.29083	0.0119982	0.450527	0.203139	2.58637	0.170425	1.34223	0.82468	2.32664	0.0959859	4.93396
1514	-22947.4	-22931.68	-15.7214	0.462491	0.607487	0.0617568	20.48656	0.899525	0.058719	0.0417564	2.69857	0.176157	0.125269	3.76642	0.2785426	0.0037165	0.0879444	0.557945	3.35039	0.0563159	0.0253924	0.323297	0.0213032	0.167778	0.103085	0.29083	0.0119982	0.450527	0.203139	2.58637	0.170425	1.34223	0.82468	2.32664	0.0959859	4.963187
1515	-22942.8	-22928.86	-13.93376	0.461159	0.607487	0.0632309	20.48656	0.899525	0.058719	0.0417564	2.69857	0.176157	0.125269	3.22271	0.4794663	0.029648	0.2383	0.804733	2.92732	0.0563159	0.0253924	0.323297	0.0213032	0.167778	0.103085	0.29083	0.0119982	0.450527	0.203139	2.58637	0.170425	1.34223	0.82468	2.32664	0.0959859	4.83878
1516	-22936.07	-22922.8	-13.26777	0.460587	0.607487	0.0562336	20.48656	0.899525	0.058719	0.0417564	2.69857	0.176157	0.125269	3.22271	0.4794663	0.029648	0.2383	0.804733	2.92732	0.0563159	0.0253924	0.323297	0.0213032	0.167778	0.103085	0.29083	0.0119982	0.450527	0.203139	2.58637	0.170425	1.34223	0.82468	2.32664	0.0959859	4.772938
1517	-22931.53	-22918.61	-12.92462	0.444016	0.611721	0.0529057	20.48656	0.899525	0.058719	0.0417564	2.69857	0.176157	0.125269	3.22271	0.4794663	0.029648	0.2383	0.804733	2.92732	0.0563159	0.0253924	0.323297	0.0213032	0.167778	0.103085	0.29083	0.0119982	0.450527	0.203139	2.58637	0.170425	1.34223	0.82468	2.32664	0.0959859	4.740189
1518	-22948.09	-22933.94	-14.14741	0.444145	0.611721	0.0529057	20.48656	0.899525	0.058719	0.0417564	2.69857	0.176157	0.125269	3.22271	0.5311833	0.0393029	0.271786	0.841696	2.84721	0.0563745	0.0254188	0.323633	0.0202841	0.167953	0.103192	0.291133	0.0120107	0.450996	0.203351	2.58907	0.162273	1.34362	0.825538	2.32907	0.0960858	4.862455
1519	-22952.42	-22938.22	-14.19818	0.4469	0.59478	0.0529057	20.48656	0.899525	0.058719	0.0417564	2.69857	0.176157	0.125269	3.092494	0.5311833	0.0393029	0.271786	0.841696	2.84721	0.0563745	0.0254188	0.323633	0.0202841	0.167953	0.103192	0.291133	0.0120107	0.450996	0.203351	2.58907	0.162273	1.34362	0.825538	2.32907	0.0960858	4.881973
1520	-22947.51	-22933.16	-14.34699	0.433897	0.59478	0.0529057	20.51283	0.899525	0.058719	0.0417564	2.69857	0.176157	0.125269	3.457175	0.5311833	0.0393029	0.271786	0.841696	2.84721	0.0563745	0.0254188	0.323633	0.0202841	0.167953	0.103192	0.291133	0.0120107	0.450996	0.203351	2.58907	0.162273	1.34362	0.825538	2.32907	0.0960858	4.859058
1521	-22951.41	-22937.17	-14.24588	0.390738	0.59478	0.0529057	20.7765	0.899525	0.058719	0.0417564	2.69857	0.176157	0.125269	3.56853	0.3389225	0.00897667	0.134921	0.655736	3.20037	0.0574637	0.0253895	0.32326	0.0202607	0.167759	0.103073	0.290797	0.0119969	0.45971	0.203116	2.58608	0.162085	1.34207	0.824586	2.32638	0.0959749	4.815761
1522	-22946.58	-22933.6	-12.98259	0.403959	0.59271	0.0361747	20.7765	0.899525	0.058719	0.0417564	2.69857	0.176157	0.125269	3.56853	0.3717505	0.0128588	0.16036	0.698808	3.12797	0.0574637	0.0253895	0.32326	0.0202607	0.167759	0.103073	0.290797	0.0119969	0.45971	0.203116	2.58608	0.162085	1.34207	0.824586	2.32638	0.0959749	4.68999
1523	-22954.78	-22941.3	-13.47996	0.394351	0.565226	0.0361747	20.7765	0.899525	0.058719	0.0417564	2.69857	0.176157	0.125269	3.500262	0.3717505	0.0128588	0.16036	0.698808	3.12797	0.0574784	0.025396	0.323343	0.020009	0.167802	0.1031	0.290872	0.0119999	0.459828	0.203168	2.58674	0.160072	1.34242	0.824797	2.32698	0.0959996	4.750263
1524	-22953.51	-22940.65	-12.86735	0.394351	0.592505	0.0361747	20.7765	0.899205	0.0586982	0.0420967	2.69762	0.176095	0.12629	3.311625	0.448675	0.0243168	0.217096	0.779006	2.97958	0.0574784	0.025396	0.323343	0.020009	0.167802	0.1031	0.290872	0.0119999	0.459828	0.203168	2.58674	0.160072	1.34242	0.824797	2.32698	0.0959996	4.705137
1525	-22955.12	-22941.38	-13.74307	0.394351	0.592505	0.0213522	20.71877	0.899205	0.0586982	0.0420967	2.69762	0.176095	0.12629	3.214096	0.564019	0.0457824	0.29167	0.86179	2.80076	0.0574236	0.0253975	0.323362	0.0200102	0.167812	0.103106	0.290889	0.0120006	0.459389	0.20318	2.58689	0.160082	1.3425	0.824845	2.32711	0.0960052	4.809718
1526	-22953.93	-22939.47	-14.46108	0.394351	0.592505	0.0251953	20.71877	0.899205	0.0586982	0.0420967	2.69762	0.176095	0.12629	4.307656	0.3499295	0.0102024	0.1435	0.670875	3.17542	0.0574236	0.0253975	0.323362	0.0200102	0.167812	0.103106	0.290889	0.0120006	0.459389	0.20318	2.58689	0.160082	1.3425	0.824845	2.32711	0.0960052	4.771779
1527	-22947.36	-22934.49	-12.86929	0.395923	0.592505	0.0250566	20.71877	0.899205	0.0586982	0.0420967	2.69762	0.176095	0.12629	3.585933	0.3499295	0.0102024	0.1435	0.670875	3.17542	0.0574414	0.0254054	0.323462	0.0200164	0.167864	0.103138	0.290979	0.0116944	0.459531	0.203243	2.58769	0.160131	1.34291	0.825101	2.32783	0.0935551	4.684629
1528	-22941.01	-22927.22	-13.79784	0.395923	0.592505	0.025523	20.71877	0.8984	0.0586456	0.0429545	2.6952	0.175937	0.128864	3.46894	0.3499295	0.0102024	0.1435	0.670875	3.17542	0.0576015	0.0254762	0.324364	0.0172847	0.168332	0.103425	0.29179	0.011727	0.460812	0.203809	2.59491	0.138278	1.34666	0.827401	2.33432	0.0938158	4.789136
1529	-22948.05	-22932.11	-15.93362	0.395923	0.592995	0.025523	20.71877	0.8984	0.0586456	0.0429545	2.6952	0.175937	0.128864	3.46894	0.3499295	0.0102024	0.1435	0.670875	3.17542	0.0576015	0.0254762	0.324364	0.0172847	0.168332	0.103425	0.29179	0.011727	0.460812	0.203809	2.59491	0.138278	1.34666	0.827401	2.33432	0.0938158	5.002665
1530	-22944.35	-22930.76	-13.58605	0.412148	0.592995	0.0253507	20.71877	0.899125	0.0578863	0.0429892	2.69737	0.173659	0.128967	3.23556	0.3499295	0.0102024	0.1435	0.670875	3.17542	0.0576015	0.0254762	0.324364	0.0172847	0.168332	0.103425	0.29179	0.011727	0.460812	0.203809	2.59491	0.138278	1.34666	0.827401	2.33432	0.0938158	4.789641
1531	-22943.5	-22929.8	-13.69631	0.407977	0.593075	0.0253289	20.71877	0.899125	0.0578863	0.0429892	2.69737	0.173659	0.128967	3.441814	0.3499295	0.0102024	0.1435	0.670875	3.17542	0.0576015	0.0254762	0.324364	0.0172847	0.168332	0.103425	0.29179	0.011727	0.460812	0.203809	2.59491	0.138278	1.34666	0.827401	2.33432	0.0938158	4.780453
1532	-22949.05	-22933.77	-15.28264	0.420516	0.840725	0.0247047	21.70064	0.899125	0.0578863	0.0429892	2.69737	0.173659	0.128967	3.441814	0.3499295	0.0102024	0.1435	0.670875	3.17542	0.0576015	0.0254762	0.324364	0.0172847	0.168332	0.103425	0.29179	0.011727	0.460812	0.203809	2.59491	0.138278	1.34666	0.827401	2.33432	0.0938158	4.814943
1533	-22955.4	-22939.4	-15.99355	0.422932	0.819406	0.0245839	21.22077	0.897695	0.0593843	0.0429208	2.69308	0.178153	0.128762	4.177796	0.54121	0.041257	0.27797	0.848083	2.83269	0.0576015	0.0254762	0.324364	0.0172847	0.168332	0.103425	0.29179	0.011727	0.460812	0.203809	2.59491	0.138278	1.34666	0.827401	2.33432	0.0938158	4.862325
